Gender,Education,Marital Status,Home Status,Employment Type,Region,Industry,Has Mortgage,Prior Default,Age,Annual Income($),Employment Years,Months At Address,Credit Score,Num Credit Cards,Credit Utilization(%),Num Late Payments,Num Inquiries 6M,Monthly Debt($),Savings Balance($),Approved
Male,Masters,Single,Mortgage,Salaried,Urban,Finance,No,No,34,43798.0,25.0,53.0,823.0,3,35.9,3,1,1446.0,3742.0,1
Male,Masters,Married,Rent,Salaried,Urban,Finance,Yes,No,55,,4.0,23.0,665.0,0,33.8,1,0,1685.0,1454.0,0
Male,High School,Single,Own,Salaried,Urban,Finance,No,No,63,29737.0,24.0,72.0,475.0,1,11.9,1,3,830.0,2435.0,0
Male,Masters,Married,Mortgage,Self-Employed,Suburban,Other,Yes,No,24,30585.0,25.0,63.0,730.0,2,13.1,1,0,0.0,857.0,0
Male,PhD,Single,Rent,Self-Employed,Suburban,Finance,No,No,61,50566.0,39.0,198.0,783.0,2,43.5,0,1,3668.0,10886.0,1
Female,High School,Single,Own,Contract,Rural,Other,No,No,22,67630.0,32.0,49.0,608.0,1,43.4,1,1,2419.0,,0
Male,Masters,Single,Rent,Salaried,Rural,Other,No,No,74,38538.0,34.0,122.0,746.0,3,57.0,0,1,467.0,2890.0,1
Female,High School,Single,Own,Salaried,Urban,Finance,No,No,63,52663.0,0.0,224.0,510.0,3,57.4,1,0,806.0,460.0,0
Male,Bachelors,Married,Rent,Self-Employed,Urban,Retail,No,No,45,31604.0,14.0,274.0,549.0,3,75.9,0,1,1228.0,5618.0,0
Female,PhD,Married,Rent,Salaried,Suburban,Finance,No,No,37,,25.0,144.0,811.0,0,79.2,0,0,917.0,2140.0,1
Male,High School,Divorced,Rent,Self-Employed,Rural,Tech,No,Yes,43,68587.0,15.0,105.0,704.0,1,25.2,1,0,1150.0,2429.0,0
Male,Bachelors,Married,Living with Parents,Contract,Rural,Healthcare,Yes,No,27,66415.0,3.0,207.0,661.0,3,5.8,1,1,1356.0,12728.0,0
Female,High School,Single,Mortgage,Salaried,Suburban,Retail,No,No,29,25616.0,20.0,240.0,650.0,2,45.8,0,0,1453.0,4901.0,0
Female,Bachelors,Single,Rent,Self-Employed,Urban,Tech,No,No,50,49122.0,28.0,10.0,635.0,1,41.7,1,3,2145.0,8511.0,0
Female,Bachelors,Married,Rent,Salaried,Urban,Other,No,No,35,37923.0,13.0,28.0,687.0,1,47.0,1,0,736.0,,0
Female,Bachelors,Divorced,Living with Parents,Salaried,Urban,Retail,No,No,49,49961.0,36.0,112.0,616.0,5,38.8,0,0,1839.0,,0
Female,Bachelors,Single,Mortgage,Salaried,Urban,Healthcare,Yes,No,48,54124.0,13.0,138.0,661.0,2,53.8,0,1,1479.0,,0
Male,High School,Single,Own,Salaried,Suburban,Manufacturing,No,No,43,188105.0,26.0,82.0,564.0,2,47.1,1,4,0.0,6207.0,0
Female,High School,Single,Own,Retired,Urban,Healthcare,Yes,No,33,42687.0,13.0,275.0,541.0,2,40.8,0,1,2200.0,1829.0,0
Male,High School,Married,Rent,Retired,Suburban,Manufacturing,No,No,54,67075.0,27.0,176.0,719.0,5,11.5,0,1,1166.0,2051.0,1
Female,Bachelors,Married,Mortgage,Salaried,Urban,Manufacturing,No,Yes,52,122443.0,18.0,140.0,681.0,1,67.8,2,0,0.0,1517.0,0
Female,High School,Married,Rent,Salaried,Rural,Other,No,No,30,43832.0,20.0,100.0,805.0,3,19.2,0,0,988.0,1317.0,1
Female,High School,Married,Mortgage,Salaried,Suburban,Manufacturing,No,No,41,52050.0,27.0,159.0,744.0,3,7.4,0,1,2476.0,2154.0,1
Male,Bachelors,Married,Mortgage,,Urban,Tech,No,No,47,59792.0,36.0,,767.0,1,45.2,0,0,998.0,1885.0,1
Male,Bachelors,Married,Rent,Contract,Urban,Tech,No,Yes,29,85961.0,32.0,82.0,,1,61.1,1,1,1715.0,,0
Male,High School,Single,Own,Salaried,Suburban,Other,No,No,42,,24.0,190.0,634.0,0,28.5,0,0,935.0,9391.0,0
Male,Bachelors,Married,Own,Self-Employed,Suburban,Tech,No,Yes,65,,36.0,59.0,548.0,1,60.9,2,0,,2107.0,0
Female,Bachelors,Single,Rent,Salaried,Urban,Retail,No,No,33,15955.0,16.0,14.0,699.0,0,73.5,0,2,1255.0,2658.0,0
Female,Bachelors,Married,Rent,Self-Employed,Suburban,Other,Yes,No,56,68348.0,9.0,202.0,658.0,1,45.6,0,1,2599.0,8606.0,0
Male,High School,Single,Rent,Self-Employed,Urban,Other,Yes,No,73,46685.0,,0.0,572.0,1,31.5,0,0,1902.0,3909.0,0
Female,High School,Single,Mortgage,Contract,Urban,Healthcare,No,No,34,27180.0,25.0,166.0,,4,38.2,0,3,2728.0,6788.0,0
Female,Bachelors,Married,Own,Contract,Urban,Other,No,No,32,33754.0,21.0,2.0,691.0,3,58.1,2,2,624.0,,0
Male,High School,Married,Mortgage,Salaried,Suburban,Healthcare,No,No,47,114345.0,22.0,257.0,850.0,4,29.4,1,1,1593.0,871.0,1
Female,Bachelors,Single,Mortgage,Contract,Urban,Other,Yes,Yes,31,13740.0,13.0,87.0,646.0,2,48.2,0,0,935.0,11295.0,0
Female,Bachelors,Married,Mortgage,Self-Employed,Rural,Retail,No,Yes,21,74039.0,36.0,228.0,738.0,0,27.8,0,0,730.0,,0
Male,Bachelors,Divorced,Rent,Salaried,Suburban,Manufacturing,Yes,No,59,45860.0,34.0,173.0,567.0,2,27.6,0,2,760.0,2055.0,0
Female,Bachelors,Divorced,Mortgage,Salaried,Rural,Manufacturing,Yes,Yes,55,,33.0,185.0,712.0,2,40.6,1,1,2115.0,1759.0,0
Female,High School,Divorced,Mortgage,Salaried,Urban,Finance,Yes,Yes,61,82624.0,,52.0,650.0,4,47.9,0,1,813.0,27482.0,0
Female,High School,Married,Rent,Unemployed,Suburban,Manufacturing,No,Yes,49,36846.0,0.0,12.0,505.0,2,71.9,0,0,1943.0,7862.0,0
Male,Bachelors,Single,Mortgage,,Rural,Other,Yes,Yes,55,88870.0,38.0,261.0,645.0,5,9.7,2,1,1921.0,16774.0,0
Female,High School,Married,Mortgage,Salaried,Rural,Tech,Yes,No,43,38993.0,9.0,15.0,480.0,6,4.8,0,0,1174.0,23709.0,0
Female,Bachelors,Married,Mortgage,Salaried,Suburban,Tech,No,No,60,24091.0,31.0,272.0,714.0,1,24.5,2,0,2096.0,2554.0,0
Female,High School,Single,Mortgage,Contract,Urban,Other,Yes,No,70,71472.0,37.0,148.0,796.0,1,53.2,1,0,647.0,5819.0,1
Female,Masters,Married,Mortgage,Salaried,Rural,Other,No,No,43,72159.0,27.0,12.0,795.0,2,38.8,1,4,1750.0,469.0,1
Male,Masters,Single,Living with Parents,Unemployed,Urban,Healthcare,No,No,54,47608.0,0.0,70.0,824.0,2,29.9,1,0,748.0,20879.0,1
Female,High School,Married,Living with Parents,Self-Employed,Rural,Finance,No,No,32,19408.0,29.0,171.0,595.0,0,69.7,1,0,1440.0,,0
Female,Bachelors,Divorced,Mortgage,Self-Employed,Urban,Retail,Yes,Yes,53,83148.0,32.0,223.0,678.0,2,73.6,0,2,2602.0,5392.0,0
Female,Bachelors,Married,Own,Self-Employed,Rural,Healthcare,No,Yes,23,119788.0,18.0,17.0,745.0,0,20.2,1,0,2056.0,10041.0,0
Male,Bachelors,Single,Mortgage,Salaried,Urban,Retail,No,No,25,34157.0,23.0,124.0,592.0,2,62.7,0,1,2050.0,1195.0,0
Male,High School,Married,Rent,Self-Employed,Urban,Retail,No,No,54,30244.0,27.0,218.0,619.0,1,15.5,0,4,878.0,2957.0,0
Female,Bachelors,Married,Mortgage,Contract,Urban,Manufacturing,No,No,48,47924.0,19.0,238.0,664.0,4,39.6,0,1,2511.0,1213.0,0
Male,Masters,Married,Rent,Salaried,Suburban,Manufacturing,Yes,No,59,63626.0,39.0,86.0,731.0,3,51.4,0,0,210.0,5015.0,1
Female,High School,Single,Mortgage,Self-Employed,Rural,Tech,Yes,No,67,25204.0,4.0,106.0,848.0,0,72.0,0,2,179.0,2212.0,0
Female,Masters,Single,Own,,Urban,Retail,Yes,No,51,53722.0,1.0,38.0,654.0,2,78.4,0,1,1382.0,645.0,0
Male,Bachelors,Divorced,Rent,Self-Employed,Suburban,Other,No,No,36,57212.0,28.0,,756.0,2,18.0,0,1,2198.0,7738.0,1
Male,Bachelors,Married,Mortgage,Retired,Urban,Tech,Yes,No,54,33036.0,9.0,260.0,648.0,6,36.9,0,0,483.0,5047.0,0
Male,Masters,Single,Mortgage,Salaried,Urban,Retail,Yes,No,46,45449.0,20.0,58.0,850.0,1,80.6,0,0,984.0,,0
Female,Bachelors,Married,Mortgage,Salaried,Urban,Finance,No,No,37,135785.0,26.0,12.0,828.0,1,71.0,3,1,843.0,,1
Male,Masters,Married,Rent,Unemployed,Urban,Tech,No,No,66,44126.0,0.0,15.0,737.0,3,75.9,0,2,2271.0,14086.0,0
Male,PhD,Single,Mortgage,Salaried,Rural,Retail,Yes,No,36,,30.0,294.0,732.0,2,77.8,3,0,1392.0,3209.0,0
Male,Masters,Married,Mortgage,Retired,Suburban,Finance,Yes,No,72,64482.0,25.0,100.0,715.0,0,48.6,0,1,1733.0,1192.0,1
Female,Bachelors,Single,Rent,Self-Employed,Suburban,Finance,Yes,No,52,35784.0,34.0,183.0,633.0,2,51.0,1,1,1442.0,,0
Female,High School,Divorced,Rent,Salaried,Suburban,Retail,No,No,21,77155.0,28.0,16.0,645.0,5,67.1,1,0,1047.0,6003.0,0
Male,Bachelors,Married,Rent,Salaried,Suburban,Tech,Yes,No,48,,14.0,153.0,607.0,4,65.4,1,0,829.0,3905.0,0
Male,Bachelors,Single,Mortgage,Self-Employed,Urban,Finance,Yes,Yes,38,40839.0,35.0,65.0,628.0,0,51.2,1,1,1945.0,10972.0,0
Female,Bachelors,Married,Mortgage,Contract,Rural,Manufacturing,No,No,19,58876.0,0.0,241.0,615.0,1,46.4,0,2,2476.0,5775.0,0
Male,Bachelors,Married,Mortgage,Salaried,Urban,Manufacturing,Yes,Yes,61,,28.0,243.0,633.0,1,35.3,1,4,3059.0,26825.0,0
Male,Bachelors,Single,Rent,Unemployed,Urban,Retail,No,Yes,65,45030.0,0.0,137.0,638.0,3,56.3,0,1,821.0,9084.0,0
Male,High School,Married,Rent,Self-Employed,Urban,Retail,No,No,64,201963.0,2.0,,748.0,3,62.4,0,3,841.0,17581.0,1
Male,High School,Married,Rent,Contract,Urban,Other,Yes,No,52,104180.0,6.0,155.0,656.0,1,56.9,3,0,1540.0,20008.0,0
Male,PhD,Single,Own,Self-Employed,Urban,Retail,Yes,No,51,47695.0,14.0,168.0,622.0,1,49.9,2,4,2163.0,3465.0,0
Female,Masters,Married,Rent,Unemployed,Urban,Manufacturing,No,Yes,59,66011.0,0.0,197.0,737.0,1,70.4,1,0,1059.0,2747.0,0
Female,Bachelors,Single,Own,Salaried,Rural,Healthcare,Yes,No,63,95453.0,,60.0,609.0,1,41.0,1,2,1135.0,,0
Male,Bachelors,Married,Own,Salaried,Urban,Other,Yes,Yes,60,39701.0,22.0,293.0,557.0,3,27.1,0,0,1090.0,2659.0,0
Male,High School,Married,Rent,Salaried,Rural,Retail,Yes,No,31,70114.0,8.0,238.0,663.0,1,80.8,0,1,3006.0,6599.0,0
Female,PhD,Divorced,Mortgage,Self-Employed,Urban,Healthcare,No,Yes,66,,5.0,45.0,682.0,3,22.6,0,1,,2332.0,0
Male,Bachelors,Married,Living with Parents,Unemployed,Suburban,Finance,Yes,No,39,56853.0,0.0,219.0,703.0,3,68.4,0,1,1430.0,8766.0,0
Male,Bachelors,Married,Rent,Salaried,Suburban,Other,Yes,No,23,53266.0,16.0,31.0,707.0,3,58.8,0,0,2135.0,22152.0,0
Male,High School,Single,Living with Parents,Self-Employed,Rural,Manufacturing,Yes,No,36,26499.0,28.0,147.0,780.0,3,42.2,0,1,,1983.0,1
Male,High School,Married,Own,Retired,Suburban,Manufacturing,No,No,70,66848.0,17.0,54.0,664.0,2,81.9,1,2,1458.0,3691.0,0
Female,Bachelors,Married,Living with Parents,Unemployed,Suburban,Healthcare,No,No,49,40823.0,0.0,191.0,850.0,0,73.4,0,2,0.0,2262.0,0
Male,Bachelors,Single,Mortgage,Self-Employed,Urban,Manufacturing,No,No,45,29805.0,34.0,35.0,714.0,3,7.6,1,1,782.0,2337.0,0
Male,PhD,Divorced,Mortgage,Salaried,Rural,Other,No,No,70,47493.0,,229.0,576.0,3,38.3,0,2,692.0,2505.0,0
Female,Bachelors,Married,Own,Salaried,Suburban,Tech,No,No,41,28757.0,36.0,246.0,629.0,1,41.9,0,1,2867.0,6629.0,0
Female,Bachelors,Single,Rent,Salaried,Urban,Manufacturing,Yes,No,38,55001.0,6.0,293.0,525.0,3,25.9,0,0,1151.0,5704.0,0
Male,Bachelors,Single,Rent,Salaried,Suburban,Tech,No,No,48,,5.0,1.0,623.0,3,9.3,0,2,2377.0,,0
Male,High School,Single,Rent,Salaried,Urban,Retail,No,Yes,31,111344.0,25.0,13.0,491.0,3,42.5,1,0,51.0,11335.0,0
Female,Bachelors,Married,Rent,Self-Employed,Urban,Tech,No,No,65,67144.0,13.0,209.0,618.0,3,46.2,3,2,2505.0,4082.0,0
Male,Bachelors,Single,Rent,Self-Employed,Urban,Healthcare,No,No,49,38570.0,37.0,37.0,728.0,2,73.5,1,1,,1752.0,0
Female,High School,Divorced,Mortgage,Contract,Urban,Other,Yes,No,61,,11.0,234.0,650.0,0,57.2,0,0,315.0,448.0,0
Male,High School,Single,Rent,Self-Employed,Suburban,Other,No,No,53,11519.0,21.0,179.0,739.0,1,25.5,1,1,536.0,,0
Female,High School,Single,,Salaried,Suburban,Manufacturing,No,No,35,30174.0,33.0,57.0,728.0,2,15.9,0,1,1041.0,14981.0,1
Female,High School,Married,Rent,Retired,Suburban,Tech,No,No,68,52181.0,15.0,268.0,762.0,4,18.4,0,2,1769.0,4287.0,1
Female,Bachelors,Married,Mortgage,Salaried,Suburban,Other,No,No,37,52360.0,,195.0,850.0,1,36.6,0,0,1923.0,28815.0,1
Female,Bachelors,Single,Mortgage,Salaried,Suburban,Retail,Yes,Yes,58,78592.0,39.0,50.0,701.0,2,7.2,0,0,1030.0,711.0,1
Male,Bachelors,Single,Mortgage,Self-Employed,Suburban,Other,No,No,51,67700.0,13.0,99.0,638.0,3,33.3,0,1,1151.0,680.0,0
Male,Bachelors,Single,Mortgage,Salaried,Urban,Healthcare,Yes,No,65,37685.0,38.0,172.0,575.0,2,65.9,1,0,1326.0,,0
Male,High School,Married,Rent,Salaried,Suburban,Tech,No,No,27,18840.0,1.0,153.0,540.0,3,18.5,2,0,0.0,1286.0,0
Female,Masters,Single,Living with Parents,Salaried,Rural,Tech,No,No,64,29316.0,8.0,42.0,599.0,2,15.3,5,1,797.0,9613.0,0
Male,High School,Single,Mortgage,Salaried,Urban,Healthcare,No,Yes,61,24553.0,16.0,31.0,702.0,2,28.7,2,0,453.0,5936.0,0
Male,High School,Single,Mortgage,Self-Employed,Suburban,Finance,No,No,56,79834.0,11.0,54.0,501.0,2,30.8,0,0,,6326.0,0
Female,High School,Married,Own,Salaried,Rural,Retail,Yes,No,49,57357.0,11.0,114.0,706.0,1,62.7,2,1,2868.0,15997.0,0
Female,Masters,Single,Mortgage,Salaried,Urban,Finance,Yes,Yes,66,52236.0,19.0,207.0,632.0,4,45.2,1,1,2550.0,659.0,0
Female,Bachelors,Married,Living with Parents,Salaried,Urban,Other,Yes,No,56,131500.0,13.0,39.0,528.0,4,70.5,0,1,716.0,961.0,0
Male,Masters,Single,Mortgage,Salaried,Urban,Other,Yes,No,34,,18.0,271.0,496.0,4,59.5,0,2,908.0,2714.0,0
Male,High School,Single,Own,Self-Employed,Urban,Retail,No,Yes,71,89353.0,2.0,281.0,685.0,2,25.0,1,1,1074.0,1213.0,0
Female,Bachelors,Single,Rent,Retired,Rural,Other,Yes,No,43,,34.0,27.0,631.0,2,60.1,1,2,3945.0,3338.0,0
Female,Bachelors,Married,Living with Parents,Retired,Suburban,Finance,No,No,25,,20.0,129.0,619.0,1,25.3,0,1,49.0,40318.0,0
Female,Masters,Single,Living with Parents,Salaried,Urban,Healthcare,Yes,Yes,35,54097.0,19.0,45.0,750.0,2,47.0,0,0,1699.0,3323.0,0
Female,Masters,Single,Rent,Salaried,Rural,Retail,No,No,25,41539.0,,249.0,515.0,2,14.3,2,1,1699.0,1424.0,0
Female,Bachelors,Married,Mortgage,Self-Employed,Suburban,Other,No,No,31,71902.0,30.0,126.0,597.0,7,27.5,0,1,1712.0,6461.0,0
Female,Bachelors,Married,Own,Contract,Rural,Manufacturing,No,Yes,60,33027.0,36.0,255.0,634.0,4,52.4,0,0,1709.0,3520.0,0
Female,High School,Single,Rent,Salaried,Suburban,Retail,No,No,28,88391.0,9.0,88.0,716.0,3,31.7,0,2,1619.0,,1
Male,Bachelors,Single,Own,Contract,Urban,Healthcare,No,No,50,39924.0,15.0,196.0,663.0,0,43.9,0,0,365.0,20652.0,0
Female,Bachelors,Single,Mortgage,Salaried,Rural,Other,No,No,74,132382.0,12.0,80.0,682.0,1,67.9,1,1,875.0,6865.0,0
Male,High School,Single,Own,Salaried,Urban,Other,No,Yes,61,24788.0,6.0,260.0,468.0,4,73.9,1,2,1412.0,4115.0,0
Female,Bachelors,Married,Rent,Self-Employed,Urban,Other,No,No,27,,29.0,114.0,671.0,1,47.2,1,1,336.0,2208.0,0
Female,High School,Single,Rent,Salaried,Urban,Retail,No,No,52,22092.0,39.0,217.0,654.0,4,22.5,2,0,580.0,3716.0,0
Female,Masters,Divorced,Rent,Salaried,Urban,Manufacturing,No,Yes,21,25704.0,5.0,263.0,627.0,4,44.7,1,0,2843.0,2549.0,0
Male,High School,Single,Mortgage,Salaried,Urban,Retail,No,No,24,64957.0,22.0,45.0,769.0,3,54.7,2,1,2228.0,12368.0,0
Male,Bachelors,Married,Mortgage,Salaried,Rural,Tech,No,Yes,50,,,30.0,,2,18.7,1,0,1278.0,8279.0,0
Male,PhD,Single,,Unemployed,Suburban,Other,Yes,No,50,,,109.0,,1,43.0,0,1,3275.0,13464.0,0
Male,Bachelors,Married,Rent,Salaried,Urban,Manufacturing,No,No,19,78301.0,24.0,230.0,660.0,3,31.6,0,1,1826.0,2084.0,1
Female,Masters,Married,Rent,Salaried,Suburban,Manufacturing,No,No,20,69554.0,8.0,13.0,553.0,1,59.4,0,3,356.0,2238.0,0
Female,Masters,Single,Mortgage,Salaried,Urban,Retail,Yes,No,71,30869.0,5.0,262.0,524.0,2,75.9,0,0,1359.0,7761.0,0
Male,Masters,Single,Rent,Salaried,Suburban,Retail,No,No,44,,7.0,116.0,776.0,1,58.4,1,0,1493.0,3976.0,0
Female,Masters,Married,Rent,Salaried,Suburban,Healthcare,Yes,No,47,80099.0,11.0,47.0,,3,60.1,1,1,2331.0,3592.0,0
Female,Bachelors,Single,Own,Salaried,Urban,Other,No,No,19,63572.0,25.0,199.0,731.0,0,42.7,4,0,3079.0,3505.0,0
Male,Bachelors,Single,Living with Parents,Salaried,Urban,Finance,Yes,No,49,134205.0,9.0,179.0,566.0,1,23.6,0,0,1003.0,1194.0,0
Female,Masters,Single,Living with Parents,Salaried,Suburban,Manufacturing,Yes,No,53,65142.0,39.0,164.0,685.0,1,10.2,3,1,2337.0,695.0,0
Female,Masters,Single,Own,Unemployed,Suburban,Finance,No,No,32,78738.0,0.0,189.0,850.0,1,37.1,1,2,0.0,4027.0,1
Male,Masters,Single,Rent,Self-Employed,Suburban,Other,No,No,70,105964.0,31.0,62.0,843.0,1,58.3,0,0,3484.0,5747.0,1
Male,High School,Married,Mortgage,Salaried,Urban,Tech,No,No,48,40199.0,9.0,102.0,622.0,4,69.1,2,0,500.0,9068.0,0
Female,High School,Divorced,Mortgage,Salaried,Suburban,Other,No,No,67,51072.0,18.0,,591.0,0,47.8,0,1,912.0,8521.0,0
Female,Bachelors,Single,Mortgage,Salaried,Suburban,Healthcare,No,No,59,52565.0,22.0,129.0,762.0,7,49.0,4,2,264.0,7424.0,0
Male,Bachelors,Married,Rent,Unemployed,Urban,Retail,No,No,46,71436.0,0.0,113.0,712.0,3,37.4,2,0,818.0,,0
Female,Bachelors,Divorced,Mortgage,Self-Employed,Urban,Healthcare,No,Yes,52,,18.0,246.0,563.0,3,59.5,0,2,2230.0,4343.0,0
Female,Bachelors,Single,Rent,Salaried,Rural,Healthcare,No,No,25,38442.0,,134.0,684.0,6,33.8,0,2,975.0,22783.0,0
Female,High School,Single,Mortgage,Salaried,Urban,Healthcare,No,No,29,100682.0,12.0,12.0,657.0,3,30.6,1,2,2211.0,9693.0,1
Male,Bachelors,Married,Rent,Retired,Suburban,Healthcare,No,No,35,92837.0,29.0,153.0,670.0,4,74.3,1,0,563.0,866.0,0
Male,PhD,Single,Mortgage,Contract,Urban,Manufacturing,Yes,No,34,38227.0,15.0,229.0,678.0,3,30.5,0,2,1783.0,2536.0,1
Female,Bachelors,Married,Living with Parents,Salaried,Suburban,Healthcare,No,Yes,66,,28.0,39.0,581.0,1,59.0,0,0,675.0,5134.0,0
Male,High School,Single,Rent,,Suburban,Other,No,No,63,39398.0,19.0,99.0,537.0,4,81.5,0,1,2098.0,2030.0,0
Male,Bachelors,Single,Rent,Salaried,Urban,Other,No,No,63,91283.0,26.0,261.0,719.0,2,65.1,2,4,9.0,917.0,0
Female,Bachelors,Single,Mortgage,Salaried,Urban,Manufacturing,No,No,66,53467.0,13.0,38.0,552.0,2,44.4,0,0,2855.0,19662.0,0
Male,Bachelors,Single,Living with Parents,Self-Employed,Urban,Other,No,No,70,21293.0,33.0,93.0,641.0,3,42.0,0,1,2896.0,1962.0,0
Female,High School,Single,Rent,Salaried,Suburban,Other,Yes,No,60,47373.0,26.0,12.0,659.0,0,73.6,1,1,598.0,31848.0,0
Male,Bachelors,Married,,Salaried,Suburban,Finance,Yes,No,41,74459.0,26.0,68.0,532.0,3,34.7,0,0,390.0,1853.0,0
Female,High School,Married,Rent,Salaried,Rural,Healthcare,Yes,No,26,51813.0,12.0,98.0,590.0,3,2.4,0,0,1361.0,6546.0,0
Male,Masters,Married,Rent,Unemployed,Urban,Other,Yes,Yes,31,30088.0,0.0,39.0,818.0,1,10.1,0,1,1868.0,5148.0,0
Female,High School,Single,Rent,Salaried,Urban,Manufacturing,No,No,41,109696.0,16.0,286.0,796.0,4,41.9,1,0,1907.0,29597.0,1
Male,Masters,Single,Own,Salaried,Suburban,Retail,Yes,No,67,,24.0,90.0,787.0,0,9.1,1,1,1883.0,711.0,1
Male,Bachelors,Single,Mortgage,Salaried,Urban,Retail,No,No,74,117367.0,26.0,13.0,704.0,0,34.5,1,2,1125.0,,1
Male,Bachelors,Single,Mortgage,Self-Employed,Suburban,Other,No,No,43,65028.0,19.0,134.0,845.0,1,34.7,0,2,,8360.0,1
Male,Bachelors,Married,Own,Salaried,Suburban,Manufacturing,No,Yes,56,,12.0,201.0,847.0,3,65.7,2,1,3180.0,2388.0,0
Male,High School,Divorced,Rent,Salaried,Urban,Finance,No,No,23,40133.0,12.0,280.0,815.0,3,10.4,1,1,1356.0,21649.0,1
Female,High School,Single,Living with Parents,Salaried,Suburban,Other,No,No,66,17419.0,8.0,178.0,793.0,1,15.4,0,0,2132.0,4163.0,0
Male,Bachelors,Single,Mortgage,Retired,Urban,Finance,Yes,No,54,88591.0,30.0,86.0,826.0,3,37.5,0,1,2161.0,8155.0,1
Male,Masters,Single,Rent,Salaried,Suburban,Tech,No,No,60,39657.0,16.0,183.0,781.0,4,62.9,1,1,371.0,2131.0,1
Female,High School,Single,Own,Unemployed,Urban,Manufacturing,Yes,No,69,,0.0,34.0,612.0,1,31.8,0,1,1693.0,172.0,0
Female,High School,Married,Rent,Salaried,Urban,Healthcare,Yes,No,40,62250.0,36.0,70.0,642.0,4,52.5,1,0,1331.0,70259.0,0
Female,PhD,Married,Living with Parents,Self-Employed,Suburban,Tech,No,No,43,19465.0,29.0,147.0,538.0,4,61.3,1,3,,9592.0,0
Male,Bachelors,Divorced,,Salaried,Suburban,Tech,No,No,27,37762.0,37.0,9.0,576.0,1,22.1,0,1,1697.0,2070.0,0
Male,Masters,Single,Rent,Contract,Suburban,Retail,No,No,45,33068.0,15.0,198.0,675.0,2,57.0,1,2,1827.0,4937.0,0
Male,Bachelors,Divorced,Rent,Retired,Suburban,Healthcare,No,No,36,148318.0,28.0,23.0,692.0,1,32.2,0,2,1112.0,12944.0,1
Male,Masters,Single,Rent,Contract,Rural,Other,Yes,No,52,,29.0,223.0,764.0,1,54.7,1,1,0.0,2601.0,1
Male,Bachelors,Single,Own,Salaried,Suburban,Finance,Yes,Yes,35,52078.0,14.0,279.0,669.0,3,83.9,1,1,609.0,27740.0,0
Male,Bachelors,Married,Rent,Retired,Suburban,Retail,Yes,No,73,32674.0,21.0,255.0,610.0,3,75.4,2,1,0.0,3150.0,0
Male,Bachelors,Married,Mortgage,Salaried,Suburban,Retail,No,Yes,49,159232.0,13.0,292.0,821.0,2,29.0,1,3,2192.0,22833.0,1
Male,High School,Married,Mortgage,Salaried,Suburban,Other,No,No,23,26528.0,11.0,219.0,640.0,2,42.9,1,1,1266.0,2371.0,0
Female,Bachelors,Married,Own,Contract,Urban,Other,No,No,55,54144.0,,82.0,793.0,0,64.3,0,1,369.0,1380.0,1
Male,High School,Single,Own,Retired,Urban,Tech,No,No,74,79759.0,31.0,123.0,654.0,1,80.1,0,1,1770.0,9712.0,0
Male,High School,Married,Rent,Retired,Rural,Other,No,No,42,95788.0,22.0,244.0,724.0,2,22.1,0,1,1029.0,10558.0,1
Female,Bachelors,Single,Mortgage,Self-Employed,Suburban,Finance,No,No,70,50646.0,32.0,191.0,849.0,3,31.6,2,1,933.0,2137.0,1
Male,Masters,Married,Living with Parents,Salaried,Urban,Finance,No,No,44,89468.0,21.0,284.0,804.0,3,39.6,3,0,1110.0,27889.0,1
Male,High School,Married,Rent,Salaried,Urban,Retail,No,Yes,24,,33.0,20.0,570.0,2,41.7,1,3,1663.0,,0
Male,Bachelors,Single,Mortgage,Salaried,Urban,Tech,No,No,46,40296.0,14.0,134.0,,4,45.5,3,4,1385.0,1465.0,0
Male,Masters,Single,Mortgage,Salaried,Urban,Manufacturing,Yes,Yes,19,51448.0,15.0,151.0,574.0,0,58.9,1,0,1382.0,6520.0,0
Female,High School,Single,Rent,Salaried,Suburban,Manufacturing,No,Yes,61,43021.0,33.0,202.0,647.0,2,34.5,1,1,1584.0,1980.0,0
Female,Bachelors,Single,Living with Parents,Self-Employed,Suburban,Other,No,Yes,70,62722.0,24.0,245.0,626.0,5,16.4,1,0,51.0,8856.0,0
Male,Bachelors,Married,Living with Parents,Salaried,Urban,Retail,No,No,49,43355.0,19.0,236.0,809.0,0,24.4,2,1,1727.0,16918.0,1
Female,Bachelors,Married,Own,Salaried,Suburban,Finance,Yes,No,74,63392.0,0.0,274.0,646.0,2,32.5,2,2,1575.0,9814.0,0
Female,Masters,Married,Mortgage,Salaried,Urban,Retail,Yes,No,24,73232.0,18.0,219.0,712.0,1,69.2,1,2,950.0,,0
Male,High School,Single,Own,Self-Employed,Urban,Retail,No,No,70,34314.0,15.0,88.0,774.0,3,49.8,0,3,,1124.0,1
Male,Bachelors,Single,Mortgage,Salaried,Urban,Other,No,Yes,71,116812.0,22.0,38.0,748.0,3,29.4,1,1,208.0,14647.0,1
Male,High School,Married,Mortgage,Self-Employed,Urban,Retail,Yes,No,61,,21.0,1.0,757.0,2,22.3,1,1,746.0,,1
Female,High School,Married,Own,Salaried,Rural,Manufacturing,Yes,No,52,39097.0,27.0,198.0,671.0,3,43.5,1,1,1355.0,26965.0,1
